"region";"utbildningsnivå";"ålder";"kön";"2018"
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";498
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";409
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";405
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";208
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";212
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";44
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";44
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";1
"1293 Hässleholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";5
"1293 Hässleholm";"forskarutbildning";"16-24 år";"män";0
"1293 Hässleholm";"forskarutbildning";"16-24 år";"kvinnor";0
"1293 Hässleholm";"forskarutbildning";"25-34 år";"män";1
"1293 Hässleholm";"forskarutbildning";"25-34 år";"kvinnor";1
"1293 Hässleholm";"forskarutbildning";"35-44 år";"män";9
"1293 Hässleholm";"forskarutbildning";"35-44 år";"kvinnor";14
"1293 Hässleholm";"forskarutbildning";"45-54 år";"män";19
"1293 Hässleholm";"forskarutbildning";"45-54 år";"kvinnor";16
"1293 Hässleholm";"forskarutbildning";"55-64 år";"män";20
"1293 Hässleholm";"forskarutbildning";"55-64 år";"kvinnor";17
"1293 Hässleholm";"forskarutbildning";"65-74 år";"män";16
"1293 Hässleholm";"forskarutbildning";"65-74 år";"kvinnor";6
"1293 Hässleholm";"forskarutbildning";"75-84 år";"män";10
"1293 Hässleholm";"forskarutbildning";"75-84 år";"kvinnor";3
"1293 Hässleholm";"forskarutbildning";"85-94 år";"män";5
"1293 Hässleholm";"forskarutbildning";"85-94 år";"kvinnor";0
"1293 Hässleholm";"forskarutbildning";"95+ år";"män";0
"1293 Hässleholm";"forskarutbildning";"95+ år";"kvinnor";0
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"16-24 år";"män";165
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";134
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"25-34 år";"män";108
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";82
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"35-44 år";"män";91
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";54
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"45-54 år";"män";54
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";37
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"55-64 år";"män";46
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";23
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"65-74 år";"män";57
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";38
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"75-84 år";"män";32
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";41
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"85-94 år";"män";12
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";20
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"95+ år";"män";1
"1293 Hässleholm";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";1
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";8
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";2
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";31
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";40
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";54
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";29
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";32
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";34
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";28
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";38
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";287
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";126
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";195
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";188
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";78
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";124
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";3
"1315 Hylte";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";19
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";266
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";214
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";91
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";55
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";77
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";46
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";113
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";57
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";174
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";103
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";62
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";57
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";21
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";43
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";7
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";9
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"1315 Hylte";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";0
"1315 Hylte";"gymnasial utbildning, högst 2 år";"16-24 år";"män";32
"1315 Hylte";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";25
"1315 Hylte";"gymnasial utbildning, högst 2 år";"25-34 år";"män";83
"1315 Hylte";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";82
"1315 Hylte";"gymnasial utbildning, högst 2 år";"35-44 år";"män";127
"1315 Hylte";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";91
"1315 Hylte";"gymnasial utbildning, högst 2 år";"45-54 år";"män";348
"1315 Hylte";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";246
"1315 Hylte";"gymnasial utbildning, högst 2 år";"55-64 år";"män";293
"1315 Hylte";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";239
"1315 Hylte";"gymnasial utbildning, högst 2 år";"65-74 år";"män";116
"1315 Hylte";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";219
"1315 Hylte";"gymnasial utbildning, högst 2 år";"75-84 år";"män";53
"1315 Hylte";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";108
"1315 Hylte";"gymnasial utbildning, högst 2 år";"85-94 år";"män";12
"1315 Hylte";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";48
"1315 Hylte";"gymnasial utbildning, högst 2 år";"95+ år";"män";2
"1315 Hylte";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";4
"1315 Hylte";"gymnasial utbildning, 3 år";"16-24 år";"män";199
"1315 Hylte";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";172
"1315 Hylte";"gymnasial utbildning, 3 år";"25-34 år";"män";298
"1315 Hylte";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";235
"1315 Hylte";"gymnasial utbildning, 3 år";"35-44 år";"män";225
"1315 Hylte";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";164
"1315 Hylte";"gymnasial utbildning, 3 år";"45-54 år";"män";83
"1315 Hylte";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";137
"1315 Hylte";"gymnasial utbildning, 3 år";"55-64 år";"män";72
"1315 Hylte";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";57
"1315 Hylte";"gymnasial utbildning, 3 år";"65-74 år";"män";88
"1315 Hylte";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";51
"1315 Hylte";"gymnasial utbildning, 3 år";"75-84 år";"män";28
"1315 Hylte";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";10
"1315 Hylte";"gymnasial utbildning, 3 år";"85-94 år";"män";6
"1315 Hylte";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";1
"1315 Hylte";"gymnasial utbildning, 3 år";"95+ år";"män";0
"1315 Hylte";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";17
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";21
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";69
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";73
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";59
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";60
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";95
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";101
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";63
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";84
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";44
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";48
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";20
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";16
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";5
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";11
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"1315 Hylte";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";2
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";3
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";7
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";54
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";117
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";64
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";128
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";58
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";105
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";50
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";107
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";53
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";60
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";29
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";27
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";8
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";8
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";1
"1315 Hylte";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";1
"1315 Hylte";"forskarutbildning";"16-24 år";"män";0
"1315 Hylte";"forskarutbildning";"16-24 år";"kvinnor";0
"1315 Hylte";"forskarutbildning";"25-34 år";"män";0
"1315 Hylte";"forskarutbildning";"25-34 år";"kvinnor";0
"1315 Hylte";"forskarutbildning";"35-44 år";"män";1
"1315 Hylte";"forskarutbildning";"35-44 år";"kvinnor";2
"1315 Hylte";"forskarutbildning";"45-54 år";"män";2
"1315 Hylte";"forskarutbildning";"45-54 år";"kvinnor";3
"1315 Hylte";"forskarutbildning";"55-64 år";"män";3
"1315 Hylte";"forskarutbildning";"55-64 år";"kvinnor";2
"1315 Hylte";"forskarutbildning";"65-74 år";"män";2
"1315 Hylte";"forskarutbildning";"65-74 år";"kvinnor";0
"1315 Hylte";"forskarutbildning";"75-84 år";"män";0
"1315 Hylte";"forskarutbildning";"75-84 år";"kvinnor";0
"1315 Hylte";"forskarutbildning";"85-94 år";"män";1
"1315 Hylte";"forskarutbildning";"85-94 år";"kvinnor";0
"1315 Hylte";"forskarutbildning";"95+ år";"män";0
"1315 Hylte";"forskarutbildning";"95+ år";"kvinnor";0
"1315 Hylte";"uppgift om utbildningsnivå saknas";"16-24 år";"män";65
"1315 Hylte";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";42
"1315 Hylte";"uppgift om utbildningsnivå saknas";"25-34 år";"män";31
"1315 Hylte";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";25
"1315 Hylte";"uppgift om utbildningsnivå saknas";"35-44 år";"män";22
"1315 Hylte";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";11
"1315 Hylte";"uppgift om utbildningsnivå saknas";"45-54 år";"män";19
"1315 Hylte";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";9
"1315 Hylte";"uppgift om utbildningsnivå saknas";"55-64 år";"män";14
"1315 Hylte";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";9
"1315 Hylte";"uppgift om utbildningsnivå saknas";"65-74 år";"män";17
"1315 Hylte";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";14
"1315 Hylte";"uppgift om utbildningsnivå saknas";"75-84 år";"män";14
"1315 Hylte";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";12
"1315 Hylte";"uppgift om utbildningsnivå saknas";"85-94 år";"män";3
"1315 Hylte";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";1
"1315 Hylte";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"1315 Hylte";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";1
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";44
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";28
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";151
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";129
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";197
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";201
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";159
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";241
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";145
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";230
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";918
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";783
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";1024
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";1077
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";375
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";725
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";32
"1380 Halmstad";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";88
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";1954
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";1653
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";620
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";330
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";484
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";320
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";575
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";350
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";848
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";544
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";476
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";540
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";138
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";325
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";34
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";99
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";4
"1380 Halmstad";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";10
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"16-24 år";"män";210
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";168
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"25-34 år";"män";603
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";460
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"35-44 år";"män";783
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";548
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"45-54 år";"män";2476
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";1613
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"55-64 år";"män";2160
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";1964
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"65-74 år";"män";1365
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";1995
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"75-84 år";"män";663
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";1321
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"85-94 år";"män";168
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";495
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"95+ år";"män";14
"1380 Halmstad";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";36
"1380 Halmstad";"gymnasial utbildning, 3 år";"16-24 år";"män";2378
"1380 Halmstad";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";2043
"1380 Halmstad";"gymnasial utbildning, 3 år";"25-34 år";"män";3131
"1380 Halmstad";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";2124
"1380 Halmstad";"gymnasial utbildning, 3 år";"35-44 år";"män";1903
"1380 Halmstad";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";1411
"1380 Halmstad";"gymnasial utbildning, 3 år";"45-54 år";"män";957
"1380 Halmstad";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";1250
"1380 Halmstad";"gymnasial utbildning, 3 år";"55-64 år";"män";648
"1380 Halmstad";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";884
"1380 Halmstad";"gymnasial utbildning, 3 år";"65-74 år";"män";841
"1380 Halmstad";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";515
"1380 Halmstad";"gymnasial utbildning, 3 år";"75-84 år";"män";522
"1380 Halmstad";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";203
"1380 Halmstad";"gymnasial utbildning, 3 år";"85-94 år";"män";127
"1380 Halmstad";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";59
"1380 Halmstad";"gymnasial utbildning, 3 år";"95+ år";"män";13
"1380 Halmstad";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";4
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";681
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";833
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";1421
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";1227
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";917
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";800
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";1061
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";1117
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";872
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";1001
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";719
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";832
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";309
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";379
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";76
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";85
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";5
"1380 Halmstad";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";11
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";93
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";221
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";1412
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";2513
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";1547
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";2464
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";1178
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";1725
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";835
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";1111
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";861
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";935
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";413
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";508
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";102
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";155
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";7
"1380 Halmstad";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";6
"1380 Halmstad";"forskarutbildning";"16-24 år";"män";0
"1380 Halmstad";"forskarutbildning";"16-24 år";"kvinnor";0
"1380 Halmstad";"forskarutbildning";"25-34 år";"män";17
"1380 Halmstad";"forskarutbildning";"25-34 år";"kvinnor";6
"1380 Halmstad";"forskarutbildning";"35-44 år";"män";58
"1380 Halmstad";"forskarutbildning";"35-44 år";"kvinnor";41
"1380 Halmstad";"forskarutbildning";"45-54 år";"män";67
"1380 Halmstad";"forskarutbildning";"45-54 år";"kvinnor";43
"1380 Halmstad";"forskarutbildning";"55-64 år";"män";64
"1380 Halmstad";"forskarutbildning";"55-64 år";"kvinnor";40
"1380 Halmstad";"forskarutbildning";"65-74 år";"män";66
"1380 Halmstad";"forskarutbildning";"65-74 år";"kvinnor";30
"1380 Halmstad";"forskarutbildning";"75-84 år";"män";47
"1380 Halmstad";"forskarutbildning";"75-84 år";"kvinnor";9
"1380 Halmstad";"forskarutbildning";"85-94 år";"män";13
"1380 Halmstad";"forskarutbildning";"85-94 år";"kvinnor";1
"1380 Halmstad";"forskarutbildning";"95+ år";"män";0
"1380 Halmstad";"forskarutbildning";"95+ år";"kvinnor";0
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"16-24 år";"män";328
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";192
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"25-34 år";"män";254
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";142
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"35-44 år";"män";158
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";77
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"45-54 år";"män";69
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";44
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"55-64 år";"män";37
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";26
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"65-74 år";"män";40
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";43
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"75-84 år";"män";30
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";72
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"85-94 år";"män";13
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";41
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"95+ år";"män";1
"1380 Halmstad";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";7
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";10
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";10
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";23
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";21
