"region";"utbildningsnivå";"ålder";"kön";"2018"
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"25-34 år";"män";2
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";2
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"35-44 år";"män";2
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";1
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"45-54 år";"män";2
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";1
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"55-64 år";"män";2
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";1
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"65-74 år";"män";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"75-84 år";"män";1
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"85-94 år";"män";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";0
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";13
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";3
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";5
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";9
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";7
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";10
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";4
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";15
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";4
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";5
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";63
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";33
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";117
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";92
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";47
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";67
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";2
"2460 Vännäs";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";7
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";200
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";190
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";48
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";40
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";77
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";19
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";32
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";33
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";57
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";31
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";57
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";46
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";6
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";26
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";0
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";4
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"2460 Vännäs";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";0
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"16-24 år";"män";19
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";15
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"25-34 år";"män";47
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";34
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"35-44 år";"män";46
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";47
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"45-54 år";"män";257
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";176
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"55-64 år";"män";275
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";194
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"65-74 år";"män";171
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";245
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"75-84 år";"män";79
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";153
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"85-94 år";"män";16
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";48
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"95+ år";"män";1
"2460 Vännäs";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";8
"2460 Vännäs";"gymnasial utbildning, 3 år";"16-24 år";"män";195
"2460 Vännäs";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";156
"2460 Vännäs";"gymnasial utbildning, 3 år";"25-34 år";"män";297
"2460 Vännäs";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";216
"2460 Vännäs";"gymnasial utbildning, 3 år";"35-44 år";"män";222
"2460 Vännäs";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";121
"2460 Vännäs";"gymnasial utbildning, 3 år";"45-54 år";"män";73
"2460 Vännäs";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";94
"2460 Vännäs";"gymnasial utbildning, 3 år";"55-64 år";"män";68
"2460 Vännäs";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";52
"2460 Vännäs";"gymnasial utbildning, 3 år";"65-74 år";"män";88
"2460 Vännäs";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";39
"2460 Vännäs";"gymnasial utbildning, 3 år";"75-84 år";"män";43
"2460 Vännäs";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";12
"2460 Vännäs";"gymnasial utbildning, 3 år";"85-94 år";"män";9
"2460 Vännäs";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";1
"2460 Vännäs";"gymnasial utbildning, 3 år";"95+ år";"män";0
"2460 Vännäs";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";17
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";18
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";72
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";76
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";64
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";57
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";92
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";80
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";79
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";78
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";51
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";54
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";25
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";22
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";8
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";5
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"2460 Vännäs";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";0
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";1
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";7
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";80
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";151
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";82
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";228
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";66
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";167
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";57
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";91
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";57
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";82
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";18
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";40
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";4
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";11
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";0
"2460 Vännäs";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";0
"2460 Vännäs";"forskarutbildning";"16-24 år";"män";0
"2460 Vännäs";"forskarutbildning";"16-24 år";"kvinnor";0
"2460 Vännäs";"forskarutbildning";"25-34 år";"män";2
"2460 Vännäs";"forskarutbildning";"25-34 år";"kvinnor";1
"2460 Vännäs";"forskarutbildning";"35-44 år";"män";5
"2460 Vännäs";"forskarutbildning";"35-44 år";"kvinnor";8
"2460 Vännäs";"forskarutbildning";"45-54 år";"män";14
"2460 Vännäs";"forskarutbildning";"45-54 år";"kvinnor";9
"2460 Vännäs";"forskarutbildning";"55-64 år";"män";9
"2460 Vännäs";"forskarutbildning";"55-64 år";"kvinnor";6
"2460 Vännäs";"forskarutbildning";"65-74 år";"män";7
"2460 Vännäs";"forskarutbildning";"65-74 år";"kvinnor";0
"2460 Vännäs";"forskarutbildning";"75-84 år";"män";1
"2460 Vännäs";"forskarutbildning";"75-84 år";"kvinnor";0
"2460 Vännäs";"forskarutbildning";"85-94 år";"män";0
"2460 Vännäs";"forskarutbildning";"85-94 år";"kvinnor";0
"2460 Vännäs";"forskarutbildning";"95+ år";"män";0
"2460 Vännäs";"forskarutbildning";"95+ år";"kvinnor";0
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"16-24 år";"män";66
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";18
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"25-34 år";"män";12
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";15
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"35-44 år";"män";4
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";2
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"45-54 år";"män";0
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";3
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"55-64 år";"män";1
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";1
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"65-74 år";"män";5
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";1
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"75-84 år";"män";1
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";2
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"85-94 år";"män";0
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";2
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"2460 Vännäs";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";0
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";10
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";2
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";11
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";11
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";6
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";13
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";6
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";8
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";18
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";10
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";102
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";50
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";101
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";93
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";48
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";65
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";2
"2462 Vilhelmina";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";3
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";155
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";138
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";29
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";25
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";29
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";15
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";43
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";19
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";70
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";31
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";40
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";26
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";13
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";30
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";1
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";8
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"2462 Vilhelmina";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";0
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"16-24 år";"män";15
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";12
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"25-34 år";"män";40
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";26
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"35-44 år";"män";47
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";37
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"45-54 år";"män";199
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";109
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"55-64 år";"män";270
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";203
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"65-74 år";"män";201
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";193
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"75-84 år";"män";88
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";121
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"85-94 år";"män";14
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";49
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"95+ år";"män";1
"2462 Vilhelmina";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";3
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"16-24 år";"män";138
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";119
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"25-34 år";"män";274
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";186
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"35-44 år";"män";182
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";105
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"45-54 år";"män";71
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";93
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"55-64 år";"män";52
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";87
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"65-74 år";"män";70
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";45
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"75-84 år";"män";31
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";17
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"85-94 år";"män";6
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";3
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"95+ år";"män";0
"2462 Vilhelmina";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";10
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";9
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";46
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";47
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";32
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";40
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";39
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";44
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";54
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";67
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";55
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";62
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";12
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";18
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";4
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";5
"2462 Vilhelmina";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
